ontology,metric,direction,rank,GO,TERM,n_genes,effect,fdr,neglog10_fdr
ALL,Ribosome density change,Negative,4,GO:0003682,chromatin binding,454,-0.48001119573912704,1.2962440090750657e-27,26.887313237801862
ALL,Ribosome density change,Negative,5,GO:0016607,nuclear speck,376,-0.5042390819781943,1.448047659603889e-27,26.839217143965975
ALL,Ribosome density change,Negative,6,GO:0003729,mRNA binding,244,-0.5518379102559416,3.4463632130114863e-23,22.462638954080635
ALL,Ribosome density change,Negative,7,GO:0000785,chromatin,438,-0.45499704575553296,7.175508822266163e-23,22.144147297260538
ALL,Ribosome density change,Negative,8,GO:0004386,helicase activity,124,-0.6913259059413268,6.899508172806817e-20,19.16118186657419
ALL,Ribosome density change,Negative,9,GO:0006338,chromatin remodeling,276,-0.4974087428269889,2.5422661231901137e-19,18.594778989665745
ALL,Ribosome density change,Negative,10,GO:0006281,DNA repair,386,-0.44835387107859626,6.010350414916635e-18,17.221100207060772
ALL,Ribosome density change,Negative,11,GO:0006325,chromatin organization,376,-0.4427389244951079,1.3425284033242875e-17,16.8720765173405
ALL,Ribosome density change,Negative,12,GO:0005681,spliceosomal complex,172,-0.5530365775352046,2.2325391641496895e-15,14.651200913794439
ALL,Ribosome density change,Negative,13,GO:0005874,microtubule,313,-0.4392718355459584,5.2488828237656637e-14,13.27993312232807
ALL,Ribosome density change,Negative,14,GO:0003724,RNA helicase activity,69,-0.7554754892376431,8.348239448622165e-14,13.078405102763757
ALL,Ribosome density change,Negative,15,GO:0006364,rRNA processing,149,-0.5462038513849955,9.536203537451453e-14,13.020624488072727
ALL,Ribosome density change,Positive,1,GO:0009986,cell surface,438,0.21554294338181015,1.964753680541623e-43,42.706691888996936
ALL,Ribosome density change,Positive,2,GO:0055085,transmembrane transport,321,0.2565994449004558,7.98492151168993e-38,37.09772934843063
ALL,Ribosome density change,Positive,3,GO:0000139,Golgi membrane,481,0.13583348252472704,7.981161963339519e-32,31.097933875876045
ALL,Ribosome density change,Positive,4,GO:0006486,protein glycosylation,140,0.4242073814806413,9.640417004603828e-31,30.015904179906148
ALL,Ribosome density change,Positive,5,GO:0006811,monoatomic ion transport,335,0.19863650379484837,1.4994179437010693e-30,29.824077296208507
ALL,Ribosome density change,Positive,6,GO:0009897,external side of plasma membrane,180,0.3052722817681546,3.3345597276912564e-24,23.476961499215662
ALL,Ribosome density change,Positive,7,GO:0007155,cell adhesion,301,0.17020049613818877,9.101573037553136e-24,23.040883541471228
ALL,Ribosome density change,Positive,8,GO:0031012,extracellular matrix,215,0.24266588919891596,4.604717880686742e-22,21.336796972766642
ALL,Ribosome density change,Positive,9,GO:0022857,transmembrane transporter activity,128,0.3244107886611536,3.7559035649612833e-20,19.425285567029686
ALL,Ribosome density change,Positive,10,GO:0005788,endoplasmic reticulum lumen,90,0.4025826187069163,2.698323396636701e-19,18.568906000936185
ALL,Ribosome density change,Positive,11,GO:0005764,lysosome,397,0.09894439023058874,1.4639369694941955e-18,17.834477621631553
ALL,Ribosome density change,Positive,12,GO:0016757,glycosyltransferase activity,167,0.2215390319120921,2.376102153181779e-15,14.62413489213803
ALL,Ribosome density change,Positive,13,GO:0005765,lysosomal membrane,268,0.10347420510686985,1.2305423406536976e-13,12.909903438445612
ALL,Ribosome density change,Positive,14,GO:0004888,transmembrane signaling receptor activity,82,0.3649653343551895,1.2626651081681782e-13,12.898711820434661
ALL,Ribosome density change,Positive,15,GO:0016324,apical plasma membrane,275,0.09270019005528496,2.2105924395669778e-13,12.655491319638699
